,userName,title,rating,review,date,developerResponse,isEdited
20,cristinascotto,Soddisfatta,4,"Sto consigliando l’applicazione a molte persone. Gli insegnanti sono preparati ed ho già individuato i miei preferiti in una sola settimana di allenamento. Farò sicuramente l’abbonamento perché è un buono stimolo e posso allenarmi praticamente quando voglio, aspetto molto vantaggioso di quest’app. Penso, però, che gli esercizi potrebbero  essere differenziati per difficoltà perché nonostante l’impostazione iniziale, le live appaiono sparse e può capitare di finire in qualche allenamento che si è aspettato per una giornata intera e non riuscire a fare nulla. Per il resto fantastica, la adoro!",2021-04-20 20:34:56,"{'id': 22422649, 'body': 'Ciao Cristina, grazie per la tua recensione e per i tuoi suggerimenti :)\nSiamo felici di sapere che entrerai a far parte ufficialmente della nostra community!', 'modified': '2021-04-23T13:24:35Z'}",False
21,Sara B. ❤️,Yoga con Letizia,5,"Due volte a settimana ho il lusso di accedere alle lezioni di yoga con Letizie che oltre a essere professionale è di una dolcezza infinita e infonde in me un reale senso di pace. Sono una persona che ha difficoltà ad addormentarsi, si sveglia la notte e impiega tempo a riprendere sonno, ma al termine delle sue lezioni son così rilassata che rimango ancora a terra per una decina di minuti a riposare come se fossi avvolta da morbide coperte protetta da tutto. Tutto il corpo avverte i benefici degli esercizi talvolta veramente tosti.",2021-03-05 12:50:03,"{'id': 19800816, 'body': 'Ciao Sara, siamo molto contenti di sapere che il lavoro della nostra trainer Letizia ti aiuta con i tuoi problemi legati al sonno e grazie per aver condiviso il tuo pensiero con noi. :) ', 'modified': '2020-12-16T09:21:35Z'}",True
22,Valentina Capuozzo,Grazie mille Buddyfit!,5,"Grazie a voi ho riscoperto il piacere dello yoga e la bellezza del pilates! 
Non sono solita fare recensioni, ma a voi devo tantissimo. Ho iniziato a seguire corsi online dalla quarantena, ma l’impossibilità di interfacciarsi con i docenti e le lezioni tutte uguali con sempre le stesse posizioni (yoga) mi ha portata ad annoiarmi.
Con Buddyfit mi sono voluta dare un’altra possibilità ed è stata un successo! 
Gli insegnanti sono preparatissimi, ti seguono passo per passo preventivando qualsiasi problema nel movimento. 
In conclusione vorrei dire a chiunque sia incerto nell’installare un app a pagamento, vorrei rassicurarvi che se siete persone a cui piace fare un minimo di movimento, questa è quella giusta, avrete una scelta vastissima di allenamenti da seguire in live o in replay.
Consigliatissimo!",2021-03-10 07:36:03,,False
23,monialematte,Una palestra in casa,5,"Veramente una bellissima app!le lezioni sono diverse e gli istruttori preparati!c’è la possibilità di scegliere tra diversi tipi di lezioni , con o senz attrezzi , e le lezioni durano al massimo per 45 minuti. La cosa che mi ha convinto sono le live , sempre diverse e con la possibilità di interagire attraverso la chat. Ora con il tasto REPLAY, le live perse possono essere di nuovo esperite per 24h’ lo consiglio per chi ama il fitness ma non ha tempo né voglia di andare in palestra",2021-01-20 06:03:50,"{'id': 20635520, 'body': ""Grazie per il punteggio super! :) Il nostro team cerca sempre di rendere speciale ogni live, con l'aiuto dei nostri fantastici personal trainer :) E sapevamo che la funzione replay sarebbe stata apprezzatissima :) Continua ad allenarti con noi e vedrai che obiettivi! :)"", 'modified': '2021-01-25T15:10:14Z'}",False
24,Giacogenoa,Ho già perso due kili e mi sento più in forma,5,Ottima soluzione per allenarsi a casa o all’aperto e ottenere risultati eccezionali con gli allenamenti personalizzati! Lodevole la gestione della privacy degli utenti che spiega in modo chiaro come sono trattati i dati!,2019-11-20 21:22:40,"{'id': 12321904, 'body': 'Grazie per la recensione. Crediamo fortemente nel valore della privacy di chi sceglie di utilizzare la nostra App ed è per questo che abbiamo voluto rendere la sezione chiara e comprensibile!', 'modified': '2019-12-10T16:18:34Z'}",False
25,Cherry_blossom_,Quasi perfetta!,5,"Aggiorno aggiungendo una stella per quanto mi sta piacendo allenarmi con Buddyfit... e mi permetto di suggerire un altra cosa che sarebbe bello avere, cioè la possibilità di regolare il volume della musica (che personalmente trovo sempre molto molto bassa)! Comunque di nuovo complimenti!
-
L’app mi piace molto.. è bello poter avere a disposizione così tant’è live e poterle rivivere entro 24 ore! Uno stimolo in più per allenarsi anche da casa! Mi ci voleva!
A mio avviso mancano un paio di cose per essere davvero perfetta:
1) l’indicazione di massima sulla difficoltà/intensità dell’allenamento
2) trovo scomodo l’elenco delle live prenotare: sarebbe più comodo poter sincronizzare il proprio calendario, e visualizzare le live prenotare con una visione d’insieme

Ovviamente sono dettagli rispetto ad un’offerta già davvero super! Continuate cosi!",2021-04-25 16:27:30,"{'id': 21889252, 'body': ""Ciao, grazie per la tua bella recensione. Riporterò sicuramente i tuoi suggerimenti al nostro team :) Noi di Buddyfit lavoriamo costantemente per migliorare l'applicazione sempre di più, quindi ogni consiglio è ben accetto. Nel frattempo ti auguro buon allenamento :) "", 'modified': '2021-03-26T16:40:00Z'}",True
26,moon44serenedipity,Pecca...,3,"Felicissima di aver scaricato quest’app , molto varia come allenamenti e trainers... Ma sono costretta a dare 3 stelle..al posto che 5! La pecca più grande è che in una giornata lavorativa media una persona si perde più di metà degli allenamenti! Finché non si permetterà alle persone di rivedere gli allenamenti della giornata non sarà un’app perfetta. L’ho consigliata a parecchi amici ma alcuni per questo motivo hanno temporeggiato nel scaricarla in quanto non possono seguire gli allenamenti che vogliono.. peccato!",2020-12-04 20:23:53,"{'id': 19800911, 'body': ""Ciao, grazie per la tua recensione! Cogliamo l'occasione per dirti che da gennaio introdurremo la possibilità di registrare le live, in modo da permettere agli utenti di vederle anche in un secondo momento :) "", 'modified': '2020-12-16T09:24:30Z'}",False
27,Killercops,Confusionario,3,"Per un neofita come me trovo l’app abbastanza confusionaria. Sarebbe utile se mettessero un tutorial per chi è alle prime armi con gli esercizi. Per esempio un trainer potrebbe fare un video dove spiega le regole basi per iniziare attività fisica cioè dire quando fare upper body, quando fare lower body, quanti minuti di esercizio fare al giorno, etc. Dovrebbero mettere anche una classificazione migliore degli esercizi per “livello” di preparazione necessaria. Ho provato alcune sessioni replay e non sono riuscito a starci dietro. 
Per il resto app ben fatta, i trainer sono simpatici e motivano a non demordere. Vorrei mettessero una sorta di “scheda” con i traguardi raggiunti, calorie bruciare con le varie sessioni etc.",2021-06-06 10:56:37,"{'id': 23312319, 'body': 'Ciao! grazie mille del tuo feedback! Alcuni dei tuoi suggerimenti sono già nostre idee di sviluppo futuro 😉 per il resto marchiamo tutto e passiamo internamente. I vostri consiglio per noi sono essenziali 😍 Cerchiamo sempre di dare il miglior servizio!', 'modified': '2021-06-10T16:26:42Z'}",False
28,Pierluigi Concio,Consiglio fortemente,5,"Ho scaricato l’applicazione e creato l’account sotto consiglio di un amico. Sono stato riluttante all’inizio a causa di svariate esperienze non proprio entusiasmanti con lo “sport casalingo”. Ho ricevuto pochi giorni dopo un codice sconto da Buddyfit, e così mi sono convinto a sottoscrivere un semestrale dato il prezzo assolutamente conveniente.
Il servizio è ottimo, alto numero di allenatori qualificati, grande varietà e numero di classi da trovare sempre qualcosa di interessante da fare. Ho scoperto il pilates grazie a Buddyfit. Se si è principianti come me, si possono sempre eseguire delle varianti semplificate degli esercizi, spesso proposte dagli allenatori.
Sono estremamente soddisfatto dei soldi spesi e de servizio ricevuto, il quale non stucca neanche un pigrone come me.

Grandi.

PC",2021-04-28 22:05:19,"{'id': 22556031, 'body': ""Ciao Pierluigi, per noi è davvero bello recensioni come la tua. Il nostro team si impegna costantemente per migliorare l'app, giorno dopo giorno, e sapere che il nostro sforzo viene apprezzato da parte degli utenti della Community, ci ripaga di tutte le fatiche e ci carica a fare sempre meglio :) Continua ad allenarti con noi :)"", 'modified': '2021-04-30T14:59:44Z'}",False
29,a_923,Finalmente ho ripreso ad allenarmi !,5,"Non sono solita lasciare recensioni ma in questo caso era più che dovuta !!! Da quando ho scoperto BuddyFit ho ripreso il mio amato pilates ( interrotto causa Covid) grazie ad una coach davvero brava e preparata che si chiama Eleonora Pellegrin. In generale tutti i personal godono di una preparazione notevole e sono in grado di ricreare a tutti gli effetti il clima che si respira in palestra, proponendo esercizi sempre nuovi e diversi da quelli che si trovano in giro sul web.",2021-04-07 21:28:30,"{'id': 22152221, 'body': 'Che bello leggere queste recensioni :) Grazie davvero!', 'modified': '2021-04-09T15:28:01Z'}",False
